"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000137699.17",2755.64766019247,4.42779507813415,0.501391871684313,8.83100689937388,1.03737588849548e-18,2.22543864574252e-16
"ENSG00000226087.2",17.3565273730809,-4.12656247746389,0.467172073934046,-8.83306753058717,1.01843495048346e-18,2.22543864574252e-16
"ENSG00000025772.8",2874.61247666251,1.83073235967404,0.208381850925226,8.78546932732141,1.55713033706721e-18,3.30635971265629e-16
"ENSG00000130513.6",5279.31767794678,3.34885158484334,0.381994804422209,8.76674642187527,1.83903342881627e-18,3.86549965860987e-16
"ENSG00000026508.20",10669.7431282084,1.41631478268041,0.161766395105637,8.75530904768894,2.03544968058776e-18,4.23556724033506e-16
"ENSG00000180914.10",57.6115273849996,2.93186015643285,0.335676457461491,8.73418463303819,2.45419962982858e-18,5.05638020763396e-16
"ENSG00000115363.14",265.223472968201,3.53054816272579,0.40562864247164,8.70389265711834,3.2069038084355e-18,6.54239817154259e-16
"ENSG00000251026.2",29.0775156474458,7.55323185464199,0.869014193220808,8.69172438559101,3.5697925060119e-18,7.21202060753413e-16
"ENSG00000135549.15",1314.9116001967,-4.44344816930069,0.51171677470026,-8.68341314764101,3.84066215174981e-18,7.68464795343863e-16
"ENSG00000230316.7",143.254468969097,9.48674845471838,1.09344792005121,8.67599478745554,4.0995094541642e-18,8.1244468792098e-16
"ENSG00000174939.11",344.288302710772,3.16670123111577,0.365230605754952,8.67041584472371,4.30545064244287e-18,8.45208702062205e-16
"ENSG00000105894.12",184.083074220166,-3.19074798017569,0.368245986562281,-8.6647189558332,4.52628180883528e-18,8.80256057570592e-16
"ENSG00000187783.12",206.693434560638,-4.61855854039625,0.533119940751625,-8.66326353106343,4.58446942322887e-18,8.83316890999717e-16
"ENSG00000147724.12",25.6749074825986,-5.03679197419031,0.581957485119285,-8.65491398080035,4.93283548980089e-18,9.4171902483731e-16
"ENSG00000088836.14",218.435587605759,3.56605087080611,0.412118600880452,8.6529723802507,5.01751708637452e-18,9.49177391366975e-16
"ENSG00000067113.17",1021.34819218907,-1.92013061437091,0.221947842215869,-8.6512695739721,5.09296391755487e-18,9.54770145589182e-16
"ENSG00000114993.17",2427.39773313183,1.28820746063054,0.149228822821528,8.63243062750139,6.00617715919366e-18,1.11591554022911e-15
"ENSG00000204933.3",86.1540044991809,-7.59254612888694,0.88025496490042,-8.62539426829118,6.38722225026015e-18,1.17620980358994e-15
"ENSG00000245694.10",187.71253530626,4.42774371494032,0.514661346198948,8.60321791726073,7.75116060940017e-18,1.41485878176323e-15
"ENSG00000107937.19",2074.74146667578,1.00239395354307,0.116598005043551,8.59700775470956,8.18214601933373e-18,1.47491858685414e-15
"ENSG00000186007.10",81.9738974607685,6.62693986869509,0.770892567455791,8.59645059306546,8.22194992912105e-18,1.47491858685414e-15
"ENSG00000183856.11",1922.51858944419,2.00505556813669,0.233707928768177,8.57932197125227,9.54340001990612e-18,1.69733855567715e-15
"ENSG00000138744.16",1676.54741452544,-2.31003061775361,0.269974164971603,-8.55648768465159,1.16358261907514e-17,2.05194836613005e-15
"ENSG00000186416.17",530.233320110242,1.49396611106069,0.175166893276866,8.52881548055631,1.47853801157221e-17,2.58545356998371e-15
"ENSG00000169035.12",234.931220237779,8.57609192641704,1.00740617226673,8.51304286444884,1.69427405746056e-17,2.91373131088403e-15
"ENSG00000181418.8",68.7828190332602,4.19561140961825,0.492807303123794,8.51369568393817,1.68475806616891e-17,2.91373131088403e-15
"ENSG00000103375.11",7632.36082731094,-7.67651246489739,0.902105024393063,-8.50955515968016,1.74601916366555e-17,2.97810760464889e-15
"ENSG00000078114.19",3042.96604581324,2.34860894234274,0.276053825404772,8.50779350331053,1.77274550127404e-17,2.99911066146435e-15
"ENSG00000179163.12",4750.48171562791,-1.98329336916583,0.233603514823549,-8.48999798082617,2.06640689956502e-17,3.46773073976197e-15
"ENSG00000070882.13",1254.31724193279,1.54033083192709,0.181874350531412,8.46920320224624,2.47077322692668e-17,4.11314560632938e-15
"ENSG00000179546.4",231.453505259653,4.40771997851935,0.520839513218807,8.46272194534451,2.61207985960245e-17,4.31387061892598e-15
"ENSG00000187583.11",143.316302358134,3.22261030215858,0.381344516980073,8.45065330341953,2.89677270398303e-17,4.74637348009313e-15
"ENSG00000229970.3",26.5408781863375,4.47769301372399,0.53014036336452,8.44624051129863,3.00833603024007e-17,4.89066128541138e-15
"ENSG00000149243.16",182.29297908713,3.47737256552725,0.412199950623388,8.43613047567877,3.28016598328208e-17,5.29123829039665e-15
"ENSG00000120708.17",32522.1645058913,3.21116717794023,0.381162544596443,8.42466612594389,3.61780366465069e-17,5.79099049674741e-15
"ENSG00000165197.5",45.2144001083611,-4.56947440203009,0.542869220422707,-8.41726557728223,3.85373385736607e-17,6.12155327007104e-15
"ENSG00000174951.11",319.614115668696,3.17195040019483,0.377176057143682,8.40973423449969,4.10940785151495e-17,6.47823242289202e-15
"ENSG00000157193.18",519.254055322708,2.63789768372747,0.313749072898034,8.40766686371937,4.18247090575356e-17,6.54383737427262e-15
"ENSG00000204869.8",86.8160086301625,6.37516211712106,0.758517181898615,8.40476955467724,4.28702553406984e-17,6.65736674167607e-15
"ENSG00000139289.13",4015.55819149867,3.00943346362767,0.360669168845967,8.34402750103913,7.18022817124676e-17,1.10676568900351e-14
"ENSG00000226320.6",59.3192960183988,7.2111666408636,0.864606118171246,8.34040667687634,7.40354720356079e-17,1.13279715999189e-14
"ENSG00000254560.6",79.6985781067356,5.06568082435853,0.607775221586852,8.33479326638629,7.7633719165995e-17,1.17918252709868e-14
"ENSG00000107815.10",939.75792549018,1.54230821315412,0.185089427669492,8.33277314957268,7.89703882231072e-17,1.18222648096017e-14
"ENSG00000186451.2",29.7947483137439,3.22198838765724,0.386664597922369,8.33277317077816,7.89703740734498e-17,1.18222648096017e-14
"ENSG00000144290.17",52.2138417610457,-4.61081966244805,0.553579244156297,-8.32910502176675,8.14557836301564e-17,1.21072385825709e-14
"ENSG00000100490.9",192.963207339122,-1.59567482970977,0.191668873842749,-8.3251641109913,8.42119923442138e-17,1.24281372247571e-14
"ENSG00000196335.13",55.8322597323295,2.9864817837969,0.359204985729118,8.31414346249932,9.24173007997605e-17,1.35430395235367e-14
"ENSG00000166311.10",1355.91256998863,-1.88956482838001,0.227382386832993,-8.31007561622548,9.5641108511268e-17,1.38208043542429e-14
"ENSG00000183034.13",842.168038633566,-9.22240426063596,1.10977317072685,-8.31017049600839,9.55646672124083e-17,1.38208043542429e-14
"ENSG00000228705.2",62.6971153512114,6.40914737374239,0.772300146162123,8.29877788524588,1.0518781801844e-16,1.50955400354877e-14
"ENSG00000164303.11",30.4873830039754,-3.89302036435108,0.469187384108045,-8.29736795193664,1.06443308083751e-16,1.51710876569504e-14
"ENSG00000196754.13",278.370684687238,4.01435114751093,0.484012193217021,8.29390499613091,1.09589992012205e-16,1.55133207059998e-14
"ENSG00000187699.10",1115.64236152982,-3.79976704724481,0.458691139174993,-8.28393383416805,1.19171836389432e-16,1.67557212393763e-14
"ENSG00000196660.11",316.177510288508,-6.74755299829705,0.816596909139414,-8.26301559897904,1.42037669987694e-16,1.98366568776774e-14
"ENSG00000136997.21",7165.38011218118,2.19955707483368,0.266292717370137,8.25992200070715,1.45767689247344e-16,2.02218656369865e-14
"ENSG00000165905.18",1243.34323154431,4.19226821991514,0.507625253522081,8.25858877356421,1.47404815912679e-16,2.03135550617679e-14
"ENSG00000124207.17",5674.7315146926,1.65408973467811,0.200796820374495,8.23762911978964,1.75656707915036e-16,2.40476344408156e-14
"ENSG00000148842.18",739.346483998786,-1.63161713635567,0.198179948078743,-8.23300819368153,1.82569702712761e-16,2.48306728349663e-14
"ENSG00000236081.1",270.342735007849,4.82184519423528,0.586229822011076,8.22517895403858,1.94899640972625e-16,2.63354975909049e-14
"ENSG00000122778.10",754.029168415982,2.38583769781613,0.290749210581016,8.205826915397,2.2900914095427e-16,3.07448465426929e-14
"ENSG00000078804.13",2891.32169643069,-2.85576549528558,0.348858630335746,-8.18602507421747,2.69995503626319e-16,3.60149771471799e-14
"ENSG00000099953.10",5340.08384739435,4.41846582349059,0.539817612134631,8.18510868146447,2.72058015424227e-16,3.60589505921194e-14
"ENSG00000232850.3",30.7192922377421,3.39149346446114,0.414891621934208,8.17440817110294,2.97321673993904e-16,3.91580171780959e-14
"ENSG00000105219.10",183.329363284437,4.88601286936928,0.597830642274614,8.17290470555186,3.0105177109268e-16,3.93999138658338e-14
"ENSG00000011426.11",1654.36419477447,2.05909757642636,0.252045810660069,8.16953700215807,3.09575228240242e-16,4.02621932778199e-14
"ENSG00000187097.13",3449.64519814064,-2.45444626400569,0.301017287333774,-8.15383822552409,3.5255240266427e-16,4.55668506027378e-14
"ENSG00000073008.15",2065.91639531846,1.1078104805262,0.135968430527938,8.1475565778379,3.71351161928143e-16,4.77002859787823e-14
"ENSG00000134815.19",1215.45571613116,1.3884977519458,0.170761255495803,8.13122243634432,4.24982684921816e-16,5.4254384604528e-14
"ENSG00000163032.12",1066.3396877062,2.98943554763199,0.367965138780037,8.12423578370292,4.50189860106704e-16,5.7121956091222e-14
"ENSG00000129451.12",1193.87318740194,5.74471865406564,0.707267961388754,8.12240758479377,4.57025484233658e-16,5.76378381904133e-14
"ENSG00000089327.15",3513.89401292078,1.84189816143873,0.226864993181294,8.11891749189709,4.70360139782562e-16,5.86091266391337e-14
"ENSG00000165410.15",832.674236820282,-3.04196912974053,0.374646204245736,-8.11957813869979,4.67806913521154e-16,5.86091266391337e-14
"ENSG00000165188.13",162.67281472192,3.53320648226897,0.435450471553809,8.1139112553065,4.90159430220733e-16,6.07126641872812e-14
"ENSG00000185479.6",346.628480242755,5.88213640758046,0.72598893401034,8.1022397615453,5.39564729654993e-16,6.64367009431405e-14
"ENSG00000112715.25",5245.29847448221,1.94687303395021,0.241679379166029,8.05560259492701,7.90882000277961e-16,9.62424768642344e-14
"ENSG00000163249.13",900.657891647362,-1.46179886038806,0.181544816761922,-8.05199997698125,8.1451922504723e-16,9.85426195000454e-14
"ENSG00000057704.13",1427.63130731795,-2.52735244035994,0.314092209274897,-8.04653017721929,8.5174392177795e-16,1.01894077756746e-13
"ENSG00000270959.1",48.933464960488,-1.19972911305007,0.149099659722081,-8.0464912883527,8.52014490349067e-16,1.01894077756746e-13
"ENSG00000233532.6",92.3050515087486,7.26962311499368,0.904650353179183,8.0358373701467,9.29419534215375e-16,1.10515949071359e-13
"ENSG00000006118.15",1173.73677682694,2.53335852621073,0.31540332456799,8.03212372501365,9.57996864248366e-16,1.13266799705365e-13
"ENSG00000145088.9",136.125234768684,-1.9333073507638,0.241055869178935,-8.02016294956385,1.05604977016748e-15,1.24154461397826e-13
"ENSG00000088826.18",807.980350711274,2.44444504838882,0.305489399880821,8.0017344279129,1.22678755071357e-15,1.4341697833033e-13
"ENSG00000181085.15",217.620557336025,4.35435577683734,0.544481591964332,7.9972506712818,1.27228055268476e-15,1.47904391177749e-13
"ENSG00000003249.15",855.62391899768,2.81135274503684,0.35252570716024,7.97488718676322,1.52520071107262e-15,1.76321675537278e-13
"ENSG00000224321.1",41.2201586129183,-3.62722979736046,0.455044657440576,-7.97115126625596,1.57202948672017e-15,1.80731279498122e-13
"ENSG00000148734.8",127.674131953917,3.55584031508702,0.447242924643158,7.95057924711526,1.8564144214066e-15,2.122534488739e-13
"ENSG00000117877.11",217.763849269703,2.07014137657974,0.260416372624985,7.94935186183882,1.87489829960003e-15,2.13195402821732e-13
"ENSG00000118777.12",664.884474879575,-4.81899712947493,0.606722595854866,-7.94266961935876,1.97875488251652e-15,2.23782121468947e-13
"ENSG00000107159.13",2019.55710222547,6.39042671653673,0.805565433050176,7.93284623986429,2.14179545519425e-15,2.40911468254796e-13
"ENSG00000123643.13",1193.09302202146,-1.93308633627767,0.243768148062262,-7.93002019190764,2.1911025739965e-15,2.451325454962e-13
"ENSG00000144191.12",40.8581804325773,-5.29660455881418,0.668033564039778,-7.92865036119473,2.21540310205483e-15,2.46525792249513e-13
"ENSG00000044012.4",1307.2336789607,-7.34296481035747,0.926253939953854,-7.92759360432334,2.23433093528579e-15,2.47309534214691e-13
"ENSG00000212993.5",164.166450569852,4.49052881178642,0.56686469102768,7.92169433528388,2.3429570756347e-15,2.57960813687209e-13
"ENSG00000186193.9",1663.01685752673,2.15601681626614,0.272227135176554,7.91991883861193,2.37665663818991e-15,2.60293936758389e-13
"ENSG00000243064.8",94.0624521831132,-3.84609772911977,0.486217617655517,-7.91023934440136,2.56894513523242e-15,2.79880519995034e-13
"ENSG00000183734.4",3551.76142467914,4.13557450180101,0.522903208696008,7.90887191553885,2.59731668688076e-15,2.8149772363178e-13
"ENSG00000228742.11",72.7338149879447,7.23470967814349,0.917367178965159,7.88638382103951,3.11068879793703e-15,3.35390275628351e-13
"ENSG00000174015.10",21.899859114041,7.48786432760657,0.951937608856206,7.86591921355388,3.66396946096624e-15,3.9300794078993e-13
"ENSG00000198624.13",1601.31180395927,-3.12185441032422,0.397134618596448,-7.86094755817931,3.81238384363963e-15,4.06830232832293e-13
"ENSG00000143217.9",620.731932888843,2.05651861187909,0.261823158882169,7.85460927390539,4.0102031492111e-15,4.25756721081295e-13
"ENSG00000139629.16",2888.24303535335,2.19382133809316,0.280013617897384,7.83469516435134,4.69981536575826e-15,4.96438872822658e-13
"ENSG00000071539.14",886.076901980255,2.28276958751396,0.291510815620682,7.83082295815853,4.84686790185198e-15,5.09386233179989e-13
"ENSG00000111700.13",131.639506293831,6.85258914556081,0.876357955532964,7.81939514817704,5.30777512882961e-15,5.55022576159876e-13
"ENSG00000124571.18",2280.50111287041,1.38272335080446,0.176924419683598,7.81533353777418,5.48176781599047e-15,5.70350532414728e-13
"ENSG00000161091.13",1794.34497735924,1.52719374699758,0.195813803836243,7.79921393220446,6.22939821165295e-15,6.41720531615279e-13
"ENSG00000181652.19",147.101054743152,3.58975214173268,0.460254983391332,7.79948565745456,6.21600038126953e-15,6.41720531615279e-13
"ENSG00000117592.9",8652.47292865002,-1.48767089810628,0.190987375731184,-7.78936771297483,6.73453498299749e-15,6.90339598331009e-13
"ENSG00000131389.17",3415.12507773076,2.69167818335195,0.345625625594382,7.78784321539527,6.81626882845628e-15,6.95292833585033e-13
"ENSG00000181061.14",3016.20572183312,-1.94788775173037,0.250203256688544,-7.78522141362501,6.95912254685037e-15,7.06401858914192e-13
"ENSG00000229404.6",75.6658916818841,6.59887688622322,0.848926766101816,7.77319923192501,7.65282298881939e-15,7.73046570749236e-13
"ENSG00000134028.14",3287.1467827773,-4.06020872499108,0.52272993538101,-7.76731625678115,8.01665074908227e-15,8.0588640308045e-13
"ENSG00000141101.13",1916.92730581558,1.17627495986251,0.15150153086856,7.76411269984476,8.22187667669888e-15,8.22543421949168e-13
"ENSG00000162398.11",12.9432036154585,-2.8481118125195,0.367046190969931,-7.75954602605538,8.52339298247356e-15,8.44587069391868e-13
"ENSG00000276644.5",1076.62586258599,2.35097576747562,0.303595180443068,7.74378487841801,9.65002260237197e-15,9.51693461292693e-13
"ENSG00000101189.7",1345.97680331158,1.60971508028607,0.207937703301123,7.74133336442106,9.83795733218317e-15,9.65651198704715e-13
